parType,ParasiteCorrectedBinomial,nOcc,nHosts,specificity,nOccurRange,areaKm,wosOct2015,wosFeb2015,status,maxAllHostRS,maxOneHostRS,phylodivNew,maxphyloNew,Zoonotic,HumanEmerging,Domesticated,close,sexual,vertical,closenonsexual,nonclose,environmental,soil,water,feces,vector,intermediate,no. traits,trait flag,REF - AG 2017,REF type,doi,Notes (Alyssa Gehman)
Helminth,Setaria labiatopapillosa,2,2,G,NA,NA,,13,ung,4769825.114,4764110.101,53,53,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria saegeri,NA,NA,G,NA,NA,,1,NA,NA,NA,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria scalprum,2,5,G,NA,NA,,1,ung,14828118.95,13575937.13,15.4,15.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria yehi,4,18,G,NA,NA,,5,ung,46452732.69,18168072.93,50.4,35.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Spiculocaulus austriacus,NA,NA,G,NA,NA,,0,ung,NA,NA,NA,NA,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Stephanofilaria thelazioides,1,1,S,NA,NA,,1,ung,1882099.289,1882099.289,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Stilesia hepatica,13,21,G,NA,NA,,10,tsp,75896320.11,13575937.13,266.3,53,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Protozoa,Theileria buffeli,1,1,S,NA,NA,,56,ung,8442938.751,8442938.751,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Theileria cervi,7,30,G,NA,NA,,21,ung,50276961.76,15261022.82,82.1,35.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Theileria mutans,1,1,S,NA,NA,,62,tsp,8442938.751,8442938.751,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Theileria parva,1,3,G,NA,NA,,876,tsp,8442938.751,8442938.751,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Thelazia californiensis,2,7,G,NA,NA,,9,tsp,14101931.5,7794295.334,8,8,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Thelazia gulosa,1,1,S,NA,NA,,24,tsp,5715.013147,5715.013147,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Thysanosoma actinioides,4,12,G,NA,NA,,12,tsp,43942878.36,15261022.82,55.3,35.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Protozoa,Trypanosoma brucei,15,24,G,24,686135.8836,41590,9410,tsp,65806008.69,8949676.168,373.6,131.2,1,1,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Trypanosoma cervi,3,8,G,NA,NA,,12,ung,29940765.36,14410477.61,51.5,35.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Trypanosoma congolense,9,12,G,NA,NA,,1097,tsp,50291514.25,8949676.168,344.7,170.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Trypanosoma evansi,9,10,G,NA,NA,,806,tsp,72383263.49,28012634.55,277.9,131.2,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Trypanosoma simiae,11,17,G,NA,NA,,41,tsp,30880420.63,6372957.442,424,170.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Trypanosoma theileri,1,1,S,NA,NA,,86,ung,8442938.751,8442938.751,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Trypanosoma vivax,6,6,G,NA,NA,,573,tsp,31530320.52,8949676.168,208.5,131.2,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Umingmakstrongylus pallikuukensis,1,1,S,NA,NA,,24,ung,1683103.198,1683103.198,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Varestrongylus alces,1,3,G,NA,NA,,0,ung,7963741.77,7963741.77,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Varestrongylus alpenae,1,1,S,NA,NA,,2,ung,14410477.61,14410477.61,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Varestrongylus capreoli,1,1,S,NA,NA,,6,ung,7256885.952,7256885.952,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Varestrongylus sagittatus,4,8,G,NA,NA,,11,ung,23304159.13,15261022.82,81.2,53.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Virus,Vesiculovirus Vesicular stomatitis Indiana virus,6,14,G,NA,NA,,0,ung,73216992.97,28012634.55,227.3,131.6,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Vesiculovirus Vesicular stomatitis New Jersey virus,6,19,G,NA,NA,,0,ung,73566041.41,28012634.55,188.1,131.2,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Wyominia tetoni,2,2,G,NA,NA,,0,ung,30373717.95,28012634.55,131.2,131.2,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Capillaria bilobata,1,2,G,NA,NA,,1,ung,5715.013147,5715.013147,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Helminth,Capillaria bovis,7,18,G,NA,NA,,15,ung,60304323.45,28012634.55,209.9,131.2,0,,,,,,,,,,,,,,0,,,,,
Helminth,Capillaria garfiai,1,1,S,NA,NA,,3,ung,28012634.55,28012634.55,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Helminth,Capillaria myoxinitelae,1,5,G,NA,NA,,0,ung,28012634.55,28012634.55,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Helminth,Capreocaulus capreoli,1,2,G,NA,NA,,0,ung,7256885.952,7256885.952,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Cephenemyia auribarbis,1,4,G,NA,NA,,5,NA,15261022.82,15261022.82,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Cephenemyia jellisoni,2,4,G,NA,NA,,10,NA,29671500.43,15261022.82,35.4,35.4,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Cephenemyia trompe,1,5,G,NA,NA,,25,NA,18168072.93,18168072.93,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Fungus,Chrysosporium keratinophilum,1,1,S,NA,NA,,49,NA,28012634.55,28012634.55,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Fungus,Chrysosporium tropicum,1,1,S,NA,NA,,35,NA,28012634.55,28012634.55,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Helminth,Cordophilus sagittus,3,10,G,NA,NA,,2,ung,18347220.61,12063886.71,51,34,0,,,,,,,,,,,,,,0,,,,,
Virus,Coronavirus Transmissible gastroenteritis virus,1,4,G,NA,NA,,34,tsp,28012634.55,28012634.55,NA,NA,,,,,,,,,,,,,,,0,,,,,
Helminth,Crossocephalus viviparus,4,6,G,NA,NA,,1,ung,2517225.205,2310772.898,28,24.4,0,,,,,,,,,,,,,,0,,,,,
Helminth,Daubneya oldi,1,1,S,NA,NA,,0,ung,776098.1421,776098.1421,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Dermatobia hominis,1,1,S,NA,NA,,269,NA,4089114.044,4089114.044,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Helminth,Diceronema versterae,1,3,G,NA,NA,,2,ung,6697308.45,6697308.45,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Virus,Ephemerovirus Kimberley virus,1,1,S,NA,NA,,0,ung,15261022.82,15261022.82,NA,NA,,,,,,,,,,,,,,,0,,,,,
Helminth,Eucyathostomum webbi,1,3,G,NA,NA,,2,ung,14410477.61,14410477.61,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Virus,Flavivirus-Japanese encephalitis virus group Japanese encephalitis virus,1,1,S,NA,NA,,0,tsp,139673.4316,139673.4316,NA,NA,,,,,,,,,,,,,,,0,,,,,
Virus,Flavivirus-Japanese encephalitis virus group St. Louis encephalitis virus,2,2,G,NA,NA,,0,tsp,42423112.16,28012634.55,131.2,131.2,,,,,,,,,,,,,,,0,,,,,
Virus,Flavivirus-Japanese encephalitis virus group West Nile virus,5,5,G,NA,NA,,0,tsp,58293315.73,28012634.55,188.4,131.2,,,,,,,,,,,,,,,0,,,,,
Virus,Flavivirus-Mammalian tick-borne virus group Tick-borne encephalitis virus,6,11,G,NA,NA,,0,tsp,66257057.5,28012634.55,203.4,131.2,,,,,,,,,,,,,,,0,,,,,
Arthropod,Gasterophilus haemorrhoidalis,1,1,S,NA,NA,,4,NA,2310772.898,2310772.898,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Gasterophilus inermis,NA,NA,G,NA,NA,,3,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Gasterophilus intestinalis,1,2,G,NA,NA,,106,NA,100160.2999,100160.2999,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Arthropod,Gasterophilus meridionalis,2,2,G,NA,NA,,1,NA,2410933.198,2310772.898,3.4,3.4,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Gasterophilus nasalis,2,4,G,NA,NA,,30,NA,2410933.198,2310772.898,3.4,3.4,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Gasterophilus pecorum,2,4,G,NA,NA,,7,NA,2410933.198,2310772.898,3.4,3.4,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Gasterophilus ternicinctus,1,1,S,NA,NA,,0,NA,2310772.898,2310772.898,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Gedoelstia cristata,3,4,G,NA,NA,,2,NA,5341405.816,3102967.9,34.2,29.4,,,,,,,,,,,,,,,0,,,,,
Arthropod,Gedoelstia haessleri,2,6,G,NA,NA,,0,NA,3506558.538,3102967.9,9.6,9.6,,,,,,,,,,,,,,,0,,,,,
Arthropod,Gyrostigma pavesii,2,2,G,NA,NA,,2,NA,12092626.34,6697308.45,30.6,30.6,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Haematobosca latifrons,1,1,S,NA,NA,,0,NA,6697308.45,6697308.45,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Hippobosca fulva,1,5,G,NA,NA,,0,NA,3485542.674,3485542.674,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Hippobosca rufipes,1,3,G,NA,NA,,1,NA,1950024.369,1950024.369,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Hypoderma actaeon,1,10,G,NA,NA,,10,NA,15261022.82,15261022.82,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Hypoderma diana,2,6,G,NA,NA,,17,NA,22517908.77,15261022.82,35.4,35.4,1,,,,,,,,,,,,,,0,,,,,
Arthropod,Hypoderma tarandi,2,11,G,NA,NA,,43,NA,33429095.75,18168072.93,35.4,35.4,1,,,,,,,,,,,,,,0,,,,,
Helminth,Impalaia nudicolis,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Kirkioestrus blanchardi,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Kirkioestrus minutus,2,3,G,NA,NA,,1,NA,3506558.538,3102967.9,9.6,9.6,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Linognathus aepyceros,1,17,G,NA,NA,,0,NA,3485542.674,3485542.674,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Linognathus bedofrdi,1,3,G,NA,NA,,0,NA,1950024.369,1950024.369,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Lipoptena cervi,5,9,G,NA,NA,,43,NA,26043274.35,14410477.61,100,53.4,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Lipoptena depressa,1,5,G,NA,NA,,3,NA,6307636.164,6307636.164,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Lipoptena fortisetosa,1,1,S,NA,NA,,2,NA,350917.715,350917.715,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Lipoptena mazamae,4,10,G,NA,NA,,12,NA,18876464.16,14410477.61,84,53.4,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Lipoptena paradoxa,5,20,G,NA,NA,,3,NA,35408700.41,13575937.13,108.8,53,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Lipoptena sepiacea,1,3,G,NA,NA,,1,NA,1950024.369,1950024.369,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Lutzomyia shannoni,NA,NA,G,NA,NA,,69,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,0,,,,,
Bacteria,Neisseria denitrificans,1,1,S,NA,NA,,7,ung,538053.3024,538053.3024,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Bacteria,Neisseria elongata,1,1,S,NA,NA,,35,ung,538053.3024,538053.3024,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Arthropod,Neolipoptena ferrisi,2,4,G,NA,NA,,3,NA,21568658.98,15261022.82,35.4,35.4,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Oedemagena tarandi,NA,NA,G,NA,NA,,16,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Oestrus aureoargentatus,1,1,S,NA,NA,,0,NA,3102967.9,3102967.9,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Oestrus caucasicus,1,1,S,NA,NA,,4,NA,1562826.207,1562826.207,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Oestrus macdonaldi,1,2,G,NA,NA,,0,NA,403590.6377,403590.6377,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Oestrus ovis,3,8,G,NA,NA,,248,NA,4678549.831,3583386.124,49,43.6,1,,,,,,,,,,,,,,0,,,,,
Arthropod,Oestrus variolosus,3,5,G,NA,NA,,1,NA,5341405.816,3102967.9,34.2,29.4,0,,,,,,,,,,,,,,0,,,,,
Helminth,Ogmocotyle capricorni,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,0,,,,,
Helminth,Okagpinema japonica,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,0,,,,,
Virus,Orthobunyavirus Main Drain virus,1,1,S,NA,NA,,0,tsp,6307636.164,6307636.164,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Helminth,Orthostrongylus macrotis,4,4,G,NA,NA,,0,ung,43942878.36,15261022.82,55.3,35.4,0,,,,,,,,,,,,,,0,,,,,
Helminth,Phacochoerostrongylus hylochoeri,1,1,S,NA,NA,,0,ung,776098.1421,776098.1421,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Pharyngomyia dzerenae,1,1,S,NA,NA,,0,NA,715728.4104,715728.4104,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Pharyngomyia picta,1,4,G,NA,NA,,8,NA,15261022.82,15261022.82,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Virus,Phlebovirus Rift Valley fever virus,14,23,G,21,918147.1379,,1,tsp,68838997.53,12063886.71,444.5,170.6,1,,,,,,,,,,,,,,0,,,,,
Virus,Phlebovirus Rio Grande Virus,1,1,S,NA,NA,,0,ung,28012634.55,28012634.55,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Helminth,Raillietostrongylus samoensis,2,2,G,NA,NA,,0,ung,30373717.95,28012634.55,131.2,131.2,,,,,,,,,,,,,,,0,,,,,
Arthropod,Rhinoestrus antidorcitis,1,4,G,NA,NA,,1,NA,1950024.369,1950024.369,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Rhinoestrus steyni,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Rhinoestrus tschernyshevi,1,1,S,NA,NA,,0,NA,3583386.124,3583386.124,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Rhinoestrus usbekistanicus,1,1,S,NA,NA,,12,NA,100160.2999,100160.2999,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Arthropod,Rhinoestrus vanzyli,1,3,G,NA,NA,,0,NA,1950024.369,1950024.369,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Rhinomusca dutoiti,1,1,S,NA,NA,,1,NA,6697308.45,6697308.45,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Helminth,Rinadia andreevae,1,5,G,NA,NA,,2,ung,350917.715,350917.715,NA,NA,0,,,,,,,,,,,,,,0,,,,,
Helminth,Schistosoma mattheei,2,5,G,NA,NA,,106,tsp,6283333.897,6085429.445,34,34,1,,,,,,,,,,,,,,0,,,,,
Helminth,Schulzinema miroljubovi,1,1,S,NA,NA,,1,ung,350917.715,350917.715,NA,NA,,,,,,,,,,,,,,,0,,,,,
Bacteria,Staphylococcus albus,1,1,S,NA,NA,,109,ung,1488947.762,1488947.762,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Arthropod,Stomoxys boueti,1,1,S,NA,NA,,0,NA,6697308.45,6697308.45,NA,NA,,,,,,,,,,,,,,,0,,,,,
Arthropod,Stomoxys omega,1,1,S,NA,NA,,2,NA,3193133.747,3193133.747,NA,NA,,,,,,,,,,,,,,,0,,,,,
Bacteria,Streptococcus acidominimus,1,1,S,NA,NA,,21,ung,538053.3024,538053.3024,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Bacteria,Streptococcus bovis,1,1,S,NA,NA,,1179,tsp,538053.3024,538053.3024,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Bacteria,Streptococcus mitis,1,1,S,NA,NA,,738,ung,538053.3024,538053.3024,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Fungus,Trichophyton terrestre,1,1,S,NA,NA,,60,NA,28012634.55,28012634.55,NA,NA,1,,,,,,,,,,,,,,0,,,,,
Bacteria,Wautersia paucula,1,1,S,NA,NA,,1,ung,538053.3024,538053.3024,NA,NA,1,,,,,,,,,,,,,,,,,,,
