Ok,Parasite type,Parasite genus,Parasite species,Parasite name,Old name,ParasiteCorrectedBinomial,WOS June_2014,WOS June_2014 Viral Species,Specificity score,Specialist - Generalist,Confidence score,Direct,Indirect,Close,Sexual,Vertical,CloseNonsexual,Non-close,Environment,Soil,Water,Feces,Vector,Intermediate,Notes on Transmission,Notes on Specificity,no. transmission modes,trait flag,REF - AG 2016,REF type,doi,Notes (Alyssa Gehman),
,Bacteria,Corynebacterium,pseudo-tuberculosis,Corynebacterium pseudo-tuberculosis,Corynebacterium pseudo-tuberculosis,Corynebacterium pseudotuberculosis,516,,5,G,3,1,0,1,0,0,1,0,0,0,0,0,0,0,http://www.life.umd.edu/classroom/bsci424/pathogendescriptions/Corynebacterium.htm; http://www.cdc.gov/diphtheria/about/causes-transmission.html,,2,,,,,,
93,Bacteria,corynebacterium,ulcerans,corynebacterium ulcerans,Corynebacterium ulcerans,Corynebacterium ulcerans,141,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,http://www.life.umd.edu/classroom/bsci424/pathogendescriptions/Corynebacterium.htm; http://www.cdc.gov/diphtheria/about/causes-transmission.html,,2,,,,,,
92,Bacteria,corynebacterium,xerosis,corynebacterium xerosis,Corynebacterium xerosis,Corynebacterium xerosis,121,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,http://www.life.umd.edu/classroom/bsci424/pathogendescriptions/Corynebacterium.htm; http://www.cdc.gov/diphtheria/about/causes-transmission.html,,2,,,,,,
1452,Bacteria,Providencia,stuartii,Providencia stuartii,Providencia stuartii,Providencia stuartii,331,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
1441,Bacteria,Psychrobacter,phenylpyruvicus,Psychrobacter phenylpyruvicus,Psychrobacter phenylpyruvica,Psychrobacter phenylpyruvicus,12,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,http://wwwnc.cdc.gov/eid/article/19/7/12-1599_article.htm,,2,,,,,,
97,Bacteria,corynebacterium,NA,corynebacterium NA,Corynebacterium,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,http://www.life.umd.edu/classroom/bsci424/pathogendescriptions/Corynebacterium.htm; http://www.cdc.gov/diphtheria/about/causes-transmission.html,,2,,,,,,
,Bacteria,Corynebacterium,sp.,Corynebacterium sp.,Corynebacterium sp.,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,http://www.life.umd.edu/classroom/bsci424/pathogendescriptions/Corynebacterium.htm; http://www.cdc.gov/diphtheria/about/causes-transmission.html,,2,,,,,,
1443,Bacteria,Psychrobacter,NA,Psychrobacter NA,Psychrobacter-like,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,http://wwwnc.cdc.gov/eid/article/19/7/12-1599_article.htm,,2,,,,,,
1477,Bacteria,Neisseria,elongata,Neisseria elongata,Neisseria elongata,Neisseria elongata,35,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,http://www.cdc.gov/meningococcal/about/causes-transmission.html,,2,,,,,,
1476,Bacteria,Neisseria,flavescens,Neisseria flavescens,Neisseria flavescens,Neisseria flavescens,27,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,http://www.cdc.gov/meningococcal/about/causes-transmission.html,,2,,,,,,
1475,Bacteria,Neisseria,mucosa,Neisseria mucosa,Neisseria mucosa,Neisseria mucosa,85,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,http://www.cdc.gov/meningococcal/about/causes-transmission.html,,2,,,,,,
1472,Bacteria,Neisseria,pharyngis,Neisseria pharyngis,Neisseria pharyngis,Neisseria pharyngis,5,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,http://www.cdc.gov/meningococcal/about/causes-transmission.html,,2,,,,,,
1473,Bacteria,Neisseria,NA,Neisseria NA,Neisseria sp.,,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,http://www.cdc.gov/meningococcal/about/causes-transmission.html; Manual of Ocular Diagnosis and Therapy,,2,,,,,,
1456,Bacteria,Proteus,mirabilis,Proteus mirabilis,Proteus mirabilis,Proteus mirabilis,3664,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
512,Bacteria,Streptococcus,agalactiae,Streptococcus agalactiae,Streptococcus agalactia,Streptococcus agalactiae,2245,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
511,Bacteria,Streptococcus,canis,Streptococcus canis,Streptococcus canis,Streptococcus canis,90,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
509,Bacteria,Streptococcus,dysgalactiae,Streptococcus dysgalactiae,Streptococcus dysgalactiae subsp. equisimilis,Streptococcus dysgalactiae,483,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
505,Bacteria,Streptococcus,equi,Streptococcus equi,Streptococcus equi,Streptococcus equi,517,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
504,Bacteria,Streptococcus,equinus,Streptococcus equinus,Streptococcus bovis,Streptococcus equinus,52,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
503,Bacteria,Streptococcus,faecalis,Streptococcus faecalis,Streptococcus faecalis,Streptococcus faecalis,2438,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
502,Bacteria,Streptococcus,faecium,Streptococcus faecium,Streptococcus faecium,Streptococcus faecium,376,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
501,Bacteria,Streptococcus,morbillorum,Streptococcus morbillorum,Streptococcus morbillorum,Streptococcus morbillorum,33,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
485,Bacteria,Streptococcus,phocae,Streptococcus phocae,Streptococcus phocae,Streptococcus phocae,28,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
484,Bacteria,Streptococcus,porcinus,Streptococcus porcinus,Streptococcus porcinus,Streptococcus porcinus,24,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
483,Bacteria,Streptococcus,uberis,Streptococcus uberis,Streptococcus uberis,Streptococcus uberis,674,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
481,Bacteria,Streptococcus,viridans,Streptococcus viridans,Streptococcus viridans,Streptococcus viridans,448,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
486,Bacteria,Streptococcus,NA,Streptococcus NA,Alpha-hemolytic streptococci,,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,http://www.merckmanuals.com/home/infections/bacterial_infections/streptococcal_infections.html,,2,,,,,,
105,Bacteria,Arcanobacterium,haemolyticum,Arcanobacterium haemolyticum,Arcanobacterium haemolyticum,Arcanobacterium haemolyticum,148,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.nmconline.org/articles/arcano.htm,,2,,,,,,
102,Bacteria,Arcanobacterium,phocae,Arcanobacterium phocae,Arcanobacterium phocae,Arcanobacterium phocae,7,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.nmconline.org/articles/arcano.htm,,2,,,,,,
101,Bacteria,Arcanobacterium,pyogenes,Arcanobacterium pyogenes,Corynebacterium pyogenes,Arcanobacterium pyogenes,262,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.nmconline.org/articles/arcano.htm,,2,,,,,,
1555,Bacteria,Bartonella,clarridgeiae,Bartonella clarridgeiae,Bartonella clarridgeiae,Bartonella clarridgeiae,86,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,Bartonella vinsonii subsp. berkhoffii and Bartonella henselae bacteremia in a father and daughter with neurological disease,,2,no,"Gutiérrez R, Krasnov B, Morick D, Gottlieb Y, Khokhlova IS, Harrus S.Bartonella Infection in Rodents and Their Flea Ectoparasites: An Overview.Vector Borne and Zoonotic Diseases. 2015;15(1):27-39. ",Article,doi:10.1089/vbz.2014.1606.,Additional paper idicates that B. enselae and B. clarridgeiae are identified as the same in culture - only molecular analysis could identify between the two. 10.1111/jvec.12171.,
1554,Bacteria,Bartonella,henselae,Bartonella henselae,Bartonella henselae,Bartonella henselae,1290,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,Bartonella vinsonii subsp. berkhoffii and Bartonella henselae bacteremia in a father and daughter with neurological disease,,1,no,"Gutiérrez R, Krasnov B, Morick D, Gottlieb Y, Khokhlova IS, Harrus S.Bartonella Infection in Rodents and Their Flea Ectoparasites: An Overview.Vector Borne and Zoonotic Diseases. 2015;15(1):27-39. ",Article,doi:10.1089/vbz.2014.1606.,,
1552,Bacteria,Bartonella,rochalimae,Bartonella rochalimae,Bartonella rochalimae,Bartonella rochalimae,17,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,Bartonella vinsonii subsp. berkhoffii and Bartonella henselae bacteremia in a father and daughter with neurological disease,,1,no,"Gutiérrez R, Krasnov B, Morick D, Gottlieb Y, Khokhlova IS, Harrus S.Bartonella Infection in Rodents and Their Flea Ectoparasites: An Overview.Vector Borne and Zoonotic Diseases. 2015;15(1):27-39. ",Article,doi:10.1089/vbz.2014.1606.,,
554,Bacteria,Brevibacillus,brevis,Brevibacillus brevis,Brevibacillus brevis,Brevibacillus brevis,74,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
88,Bacteria,Micrococcus,luteus,Micrococcus luteus,Micrococcus luteus,Micrococcus luteus,2104,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.phac-aspc.gc.ca/lab-bio/res/psds-ftss/micrococcus-eng.php,,2,,,,,,
72,Bacteria,Nocardia,asteroides,Nocardia asteroides,Nocardia asteroides,Nocardia asteroides,920,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://dhss.delaware.gov/dph/files/directindtranspi.pdf,,2,,,,,,
1470,Bacteria,Ochrobactrum,anthropi,Ochrobactrum anthropi,Ochrobactrum anthropi,Ochrobactrum anthropi,437,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
1462,Bacteria,Photobacterium,damsela,Photobacterium damsela,Photobacterium damsela,Photobacterium damsela,82,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
1450,Bacteria,Pseudomonas,alcaligenes,Pseudomonas alcaligenes,Pseudomonas testo/alcaligenes,Pseudomonas alcaligenes,196,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.cdc.gov/hai/organisms/pseudomonas.html,,2,,,,,,
1449,Bacteria,Pseudomonas,aureus,Pseudomonas aureus,Pseudomonas aureus,Pseudomonas aureus,3,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.cdc.gov/hai/organisms/pseudomonas.html,,2,,,,,,
1448,Bacteria,Pseudomonas,fluorescens,Pseudomonas fluorescens,Pseudomonas fluorescens,Pseudomonas fluorescens,8558,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,Spread of Pseudomonas fluorescens due to contaminated drinking water in a bone marrow transplant unit.,,2,,,,,,
1445,Bacteria,Pseudomonas,putida,Pseudomonas putida,Pseudomonas putida,Pseudomonas putida,9992,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,"Pseudo-outbreak of Pseudomonas putida Respiratory Infection Caused by Laboratory
Contamination",,2,,,,,,
1444,Bacteria,Pseudomonas,stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,1475,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.rightdiagnosis.com/p/pseudomonas_stutzeri_infections/contagious.htm#contagious_othertoperson,,2,,,,,,
,Bacteria,Rickettsia,rickettsii,Rickettsia rickettsii,Rickettsia rickettsii,Rickettsia rickettsii,563,,5,G,3,0,1,0,0,0,0,0,1,0,0,0,1,0,http://wwwnc.cdc.gov/travel/yellowbook/2014/chapter-3-infectious-diseases-related-to-travel/rickettsial-spotted-and-typhus-fevers-and-related-infections-anaplasmosis-and-ehrlichiosis,,2,,,,,,
1411,Bacteria,Stenotrophomonas,maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,1915,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
1409,Bacteria,Vibrio,alginolyticus,Vibrio alginolyticus,Vibrio alginolyticus,Vibrio alginolyticus,1447,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
1549,Bacteria,Bartonella,vinsonii,Bartonella vinsonii,Bartonella vinsonii berkhoff,NA,118,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,Bartonella vinsonii subsp. berkhoffii and Bartonella henselae bacteremia in a father and daughter with neurological disease,,2,,,,,,
1447,Bacteria,Pseudomonas,luteola,Pseudomonas luteola,Chrysemonas luteola,NA,153,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
1562,Bacteria,Alcaligenes,NA,Alcaligenes NA,Alcaligenes sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.bode-science-center.com/center/relevant-pathogens-from-a-z/alcaligenes-faecalis.html,,2,,,,,,
,Bacteria,Alcaligenes,sp.,Alcaligenes sp.,Alcaligenes sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.bode-science-center.com/center/relevant-pathogens-from-a-z/alcaligenes-faecalis.html,,2,,,,,,
104,Bacteria,Arcanobacterium,NA,Arcanobacterium NA,Arcanobacterium sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.nmconline.org/articles/arcano.htm,,2,,,,,,
1553,Bacteria,Bartonella,NA,Bartonella NA,Bartonella clarridgeiae-like bacterium,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,Bartonella vinsonii subsp. berkhoffii and Bartonella henselae bacteremia in a father and daughter with neurological disease,,2,,,,,,
87,Bacteria,Micrococcus,NA,Micrococcus NA,Micrococcus sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.phac-aspc.gc.ca/lab-bio/res/psds-ftss/micrococcus-eng.php,,2,,,,,,
71,Bacteria,Nocardia,NA,Nocardia NA,Nocardia sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://dhss.delaware.gov/dph/files/directindtranspi.pdf,,2,,,,,,
1469,Bacteria,Pantoea,NA,Pantoea NA,Pantoea sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.ncbi.nlm.nih.gov/pubmed/24548212,,2,,,,,,
1439,Bacteria,Rhizobium,NA,Rhizobium NA,Rhizobium sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
1410,Bacteria,Stenotrophomonas,NA,Stenotrophomonas NA,Stenotrophomonas sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
1401,Bacteria,Xanthomonas,NA,Xanthomonas NA,Xanthomonas sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,Bailey & Scott's Diagnostic Microbiology,,2,,,,,,
458,Fungus,Ajellomyces,crescens,Ajellomyces crescens,Emmonsia crescens,Ajellomyces crescens,1,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,Fundamental Medical Mycology,,2,,,,,,
946,Fungus,Parafilaroides,decorus,Parafilaroides decorus,Parafilaroide decorus,Parafilaroides decorus,3,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.merckmanuals.com/professional/infectious_diseases/fungi/paracoccidioidomycosis.html,,2,,,,,,
945,Fungus,Parafilaroides,gymnurus,Parafilaroides gymnurus,Parafilaroides gymnurus,Parafilaroides gymnurus,9,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.merckmanuals.com/professional/infectious_diseases/fungi/paracoccidioidomycosis.html,,2,,,,,,
943,Fungus,Parafilaroides,normani,Parafilaroides normani,Parafilaroides normani,Parafilaroides normani,1,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.merckmanuals.com/professional/infectious_diseases/fungi/paracoccidioidomycosis.html,,2,,,,,,
447,Fungus,Pneumocystis,carinii,Pneumocystis carinii,Pneumocystis carinii,Pneumocystis carinii,9229,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://kidshealth.org/parent/infections/lung/pneumocystis.html#,,2,,,,,,
944,Fungus,Parafilaroides,NA,Parafilaroides NA,Parafilaroides sp.,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,http://www.merckmanuals.com/professional/infectious_diseases/fungi/paracoccidioidomycosis.html,,2,,,,,,
1053,Helminth,Cruzia,americana,Cruzia americana,Cruzia americana,Cruzia americana,8,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,"Evaluation of Cruzia americana, Turgida turgida, and Didelphostrongylus hayesi infection in the Virginia opossum (Didelphis virginiana) and risk factors along the California coast.",,2,,,,,,
941,Helminth,Passalurus,nonannulatus,Passalurus nonannulatus,Passalurus nonannulatus,Passalurus nonannulatus,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,Flynn's Parasites of Laboratory Animals,,2,,,,,,
936,Helminth,Pharyngodon,NA,Pharyngodon NA,Pharyngodon sp.,,,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,Using social networks to deduce whether residents or dispersers spread parasites in a lizard population,,2,,,,,,
,Helminth,Toxocara,canis,Toxocara canis,Toxocara  canis,Toxocara canis,1588,,3,S,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,,2,,,,,,
864,Helminth,Toxocara,cati,Toxocara cati,Toxocara cati,Toxocara cati,241,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,,,2,,,,,,
863,Helminth,Toxocara,genettae,Toxocara genettae,Toxocara genettae,Toxocara genettae,2,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,,,2,,,,,,
861,Helminth,Toxocara,mystax,Toxocara mystax,Toxascaris mystax,Toxocara mystax,14,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,,,2,,,,,,
857,Helminth,Toxocara,tanuki,Toxocara tanuki,Toxocara tanuki,Toxocara tanuki,3,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,,,2,,,,,,
858,Helminth,Toxocara,NA,Toxocara NA,Toxocara larvae,,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,,,2,,,,,,
,Helminth,Toxocara,sp.,Toxocara sp.,Toxocara sp.,,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,,,2,,,,,,
,Helminth,Alaria,alata,Alaria alata,Alaria alata,Alaria alata,61,,4,G,1,0,1,0,0,0,0,1,0,0,0,0,0,1,"Alaria alata in wild boars (Sus scrofa, Linnaeus, 1758)
in the eastern parts of Germany",,2,,,,,,
1393,Helminth,Alaria,americana,Alaria americana,Alaria americana,Alaria americana,8,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2570&Itemid=2852,,2,,,,,,
1392,Helminth,Alaria,arisaemoides,Alaria arisaemoides,Alaria arisaemoides,Alaria arisaemoides,6,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2570&Itemid=2852,,2,,,,,,
,Helminth,Alaria,canis,Alaria canis,Alaria canis,Alaria canis,3,,3,S,3,0,1,0,0,0,0,1,0,0,0,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2570&Itemid=2852,,2,,,,,,
,Helminth,Alaria,marcianae,Alaria marcianae,Alaria marcianae,Alaria marcianae,29,,4,G,3,0,1,0,0,0,0,1,0,0,0,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2570&Itemid=2852,,2,,,,,,
,Helminth,Alaria,mustelae,Alaria mustelae,Alaria mustelae,Alaria mustelae,12,,4,G,3,0,1,0,0,0,0,1,0,0,0,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2570&Itemid=2852,,2,,,,,,
,Helminth,Alaria,taxideae,Alaria taxideae,Alaria (Paralaria) taxideae,Alaria taxideae,2,,1,S,6,0,1,0,0,0,0,1,0,0,0,0,0,1,http://parasitipedia.net/index.php?option=com_content&view=article&id=2570&Itemid=2852,,2,,,,,,
,Helminth,Angiocaulus,gubernaculatus,Angiocaulus gubernaculatus,Angiocaulus gubernaculatus,Angiocaulus gubernaculatus,2,,4,G,3,0,1,0,0,0,0,1,0,0,0,0,0,1,http://www.hawaii.edu/cowielab/1%20Cowie%20Angio%20Workshop.pdf,,2,,,,,,
,Helminth,Anisakis,similis,Anisakis similis,Anisakis similis,Anisakis pegreffii,59,,1,S,3,0,1,0,0,0,0,1,0,0,0,0,0,1,Proper identification of anisakine worms.,,2,,,,,,
,Helminth,Anisakis,physeteris,Anisakis physeteris,Anisakis physeteris,Anisakis physeteris,30,,5,G,3,0,1,0,0,0,0,1,0,0,0,0,0,1,Proper identification of anisakine worms.,,2,,,,,,
,Helminth,Anisakis,simplex,Anisakis simplex,Anisakis simplex,Anisakis simplex,780,,5,G,1,0,1,0,0,0,0,1,0,0,0,0,0,1,Proper identification of anisakine worms.,,2,,,,,,
1384,Helminth,Anophryocephalus,arcticensis,Anophryocephalus arcticensis,Anophryocephalus arcticensis,Anophryocephalus arcticensis,1,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://dnweb14.dirnat.no/multimedia/54634/ABA-Parasites---DRAFT-29-05-2012-2.pdf&contentdisposition=attachment,,2,,,,,,
,Helminth,Anophryocephalus,eumetopii,Anophryocephalus eumetopii,Anophryocephalus eumetopii,Anophryocephalus eumetopii,1,,1,S,4,0,1,0,0,0,0,1,0,0,0,0,0,1,http://dnweb14.dirnat.no/multimedia/54634/ABA-Parasites---DRAFT-29-05-2012-2.pdf&contentdisposition=attachment,,2,,,,,,
,Helminth,Anophryocephalus,inuitorum,Anophryocephalus inuitorum,Anophryocephalus inuitorum,Anophryocephalus inuitorum,1,,3,S,3,0,1,0,0,0,0,1,0,0,0,0,0,1,http://dnweb14.dirnat.no/multimedia/54634/ABA-Parasites---DRAFT-29-05-2012-2.pdf&contentdisposition=attachment,,2,,,,,,
,Helminth,Anophryocephalus,nunivakensis,Anophryocephalus nunivakensis,Anophryocephalus nunivakensis,Anophryocephalus nunivakensis,1,,1,S,4,0,1,0,0,0,0,1,0,0,0,0,0,1,http://dnweb14.dirnat.no/multimedia/54634/ABA-Parasites---DRAFT-29-05-2012-2.pdf&contentdisposition=attachment,,2,,,,,,
,Helminth,Anophryocephalus,ochotensis,Anophryocephalus ochotensis,Anophryocephalus ochotensis,Anophryocephalus ochotensis,0,,4,G,3,0,1,0,0,0,0,1,0,0,0,0,0,1,http://dnweb14.dirnat.no/multimedia/54634/ABA-Parasites---DRAFT-29-05-2012-2.pdf&contentdisposition=attachment,,2,,,,,,
,Helminth,Anophryocephalus,skrjabini,Anophryocephalus skrjabini,Anophryocephalus skrjabini,Anophryocephalus skrjabini,0,,4,G,3,0,1,0,0,0,0,1,0,0,0,0,0,1,http://dnweb14.dirnat.no/multimedia/54634/ABA-Parasites---DRAFT-29-05-2012-2.pdf&contentdisposition=attachment,,2,,,,,,
1142,Helminth,Apophallus,muehlingi,Apophallus muehlingi,Apophallus muehlingi,Apophallus muehlingi,5,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,"Encyclopedia of Parasitology: A-M, Volumes 1-2",,2,,,,,,
1143,Helminth,Apophallus,venustus,Apophallus venustus,Apophallus venustus,Apophallus venustus,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,"Encyclopedia of Parasitology: A-M, Volumes 1-2",,2,,,,,,
1098,Helminth,Arthrostoma,miyazakiense,Arthrostoma miyazakiense,Arthrostoma miyazakiense,Arthrostoma miyazakiense,4,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,Arthrostoma miyazakiense (Nematoda: Ancylostomatidae) infection in raccoon dogs of Korea and experimental transmission to dogs.,,2,,,,,,
1092,Helminth,Baylisascaris,columnaris,Baylisascaris columnaris,Ascaris columnaris,Baylisascaris columnaris,3,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://plpnemweb.ucdavis.edu/nemaplex/Taxadata/Baylisascarisprocyonis.htm,,2,,,,,,
1090,Helminth,Baylisascaris,devosi,Baylisascaris devosi,Ascaris devosi,Baylisascaris devosi,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://plpnemweb.ucdavis.edu/nemaplex/Taxadata/Baylisascarisprocyonis.htm,,2,,,,,,
1087,Helminth,Baylisascaris,procyonis,Baylisascaris procyonis,Baylisacaris procyonis,Baylisascaris procyonis,181,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://plpnemweb.ucdavis.edu/nemaplex/Taxadata/Baylisascarisprocyonis.htm,,2,,,,,,
1086,Helminth,Baylisascaris,transfuga,Baylisascaris transfuga,Baylisascaris transfuga,Baylisascaris transfuga,23,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://plpnemweb.ucdavis.edu/nemaplex/Taxadata/Baylisascarisprocyonis.htm,,2,,,,,,
1369,Helminth,Baylisiella,tecta,Baylisiella tecta,Diphyllobothrium ursi,Baylisiella tecta,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,Health of Antarctic Wildlife: A Challenge for Science and Policy,,2,,,,,,
2,Helminth,Bolbosoma,bobrovoi,Bolbosoma bobrovoi,Bolbosoma bobrovoi,Bolbosoma bobrovoi,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,"Haustein, T., Lawes M., Harris E., & Chiodini P. L. (2009).  An eye-catching acanthocephalan. Clinical Microbiology and Infection. 16(6), 787 - 788.",,2,,,,,,
1368,Helminth,Brachylaima,fuscatus,Brachylaima fuscatus,Brachylaima fuscatum,Brachylaima fuscatus,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://www.marinebio.ca/species/b/brachylaima/,,2,,,,,,
1365,Helminth,Brachylaima,pellucidum,Brachylaima pellucidum,Brachylaemus pellucidum,Brachylaima pellucidum,0,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://www.marinebio.ca/species/b/brachylaima/,,2,,,,,,
1364,Helminth,Brachylaima,recurva,Brachylaima recurva,Brachylaima recurva,Brachylaima recurva,1,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,http://www.marinebio.ca/species/b/brachylaima/,,2,,,,,,
